ATRIBUTOS:   2         
cross-validation

TAMANHO: 5125

A FREQUENCIA INDEPENDETE DA CLASSE
--------------------------------------
0	4813.0
1	748.0

A FREQUENCIA DA PALAVRA DADA UMA CLASSE
-----------------------------------------
          0	          1	
       33.0	       37.0	Please
        3.0	<laplace=1>	ve
       11.0	<laplace=1>	NOT
<laplace=1>	       11.0	opt
<laplace=1>	        4.0	Row/W1J6HL
        4.0	<laplace=1>	Gudnite
        3.0	<laplace=1>	buses
<laplace=1>	       17.0	Offer
        9.0	<laplace=1>	vl
        8.0	       45.0	NOW
        5.0	<laplace=1>	Kidz
      220.0	       22.0	know
       11.0	        3.0	support
        6.0	<laplace=1>	changed
       16.0	<laplace=1>	drop
        3.0	<laplace=1>	Guide
<laplace=1>	        6.0	WAP
       11.0	<laplace=1>	WAS
        3.0	<laplace=1>	changes
        3.0	<laplace=1>	knackered
        7.0	<laplace=1>	cold
<laplace=1>	        4.0	DeliveredTomorrow
      187.0	       13.0	we
       57.0	        3.0	life
        3.0	<laplace=1>	WAY
        3.0	<laplace=1>	Lemme
        6.0	<laplace=1>	gal
        5.0	<laplace=1>	ALRITE
        5.0	       15.0	wk
        5.0	<laplace=1>	honey
        6.0	<laplace=1>	gap
       13.0	<laplace=1>	gas
       13.0	        6.0	Cant
        4.0	<laplace=1>	ws
        4.0	<laplace=1>	wt
        8.0	<laplace=1>	House-Maid
<laplace=1>	        5.0	gay
        3.0	<laplace=1>	URSELF
<laplace=1>	        6.0	Mob
        3.0	<laplace=1>	previous
<laplace=1>	       17.0	8007
        6.0	<laplace=1>	teach
       10.0	<laplace=1>	reading
        5.0	<laplace=1>	argue
        3.0	<laplace=1>	damn
<laplace=1>	        7.0	50/pm
<laplace=1>	        3.0	ac/u/nat27081980
        3.0	<laplace=1>	superior
<laplace=1>	        8.0	Croydon
        3.0	<laplace=1>	FAR
<laplace=1>	        4.0	linerental
<laplace=1>	        3.0	83049
        3.0	<laplace=1>	location
        4.0	<laplace=1>	lido
<laplace=1>	        4.0	TITLE
        3.0	<laplace=1>	anthony
<laplace=1>	       33.0	150ppm
       11.0	        4.0	xx
        6.0	<laplace=1>	xy
        4.0	<laplace=1>	software
        8.0	<laplace=1>	thnk
       26.0	<laplace=1>	ya
        3.0	        4.0	competition
       24.0	<laplace=1>	oso
        3.0	<laplace=1>	none
       17.0	<laplace=1>	type
       11.0	<laplace=1>	hell
        3.0	<laplace=1>	beyond
        5.0	<laplace=1>	april
<laplace=1>	        3.0	09065174042
       34.0	<laplace=1>	problem
        4.0	<laplace=1>	AfterNoon
        3.0	<laplace=1>	ym
        4.0	        5.0	terms
       11.0	<laplace=1>	yo
<laplace=1>	        4.0	Book
        3.0	<laplace=1>	depressed
        4.0	       11.0	yr
        5.0	<laplace=1>	connection
        6.0	<laplace=1>	asleep
        4.0	<laplace=1>	proof
        3.0	       11.0	comp
        3.0	<laplace=1>	wifi
        4.0	<laplace=1>	Honeybee
<laplace=1>	        7.0	08707509020
       10.0	<laplace=1>	wife
<laplace=1>	        5.0	contract
<laplace=1>	        4.0	HG/Suite342/2Lands/Row/W1J6HL
      198.0	<laplace=1>	come
        4.0	<laplace=1>	Murdered
<laplace=1>	        3.0	61610
        3.0	<laplace=1>	drpd
        3.0	<laplace=1>	push
<laplace=1>	        3.0	g696ga
<laplace=1>	        3.0	Shop
<laplace=1>	        3.0	81618-
        6.0	<laplace=1>	some1
        4.0	<laplace=1>	exact
        4.0	<laplace=1>	praying
        7.0	<laplace=1>	lift
        3.0	<laplace=1>	Eat
        3.0	<laplace=1>	force
<laplace=1>	        3.0	09061213237
        5.0	<laplace=1>	Those
        4.0	<laplace=1>	WEN
        8.0	<laplace=1>	south
<laplace=1>	        6.0	Cash
       50.0	       77.0	our
      196.0	       48.0	out
        4.0	<laplace=1>	Case
<laplace=1>	       11.0	NTT
        3.0	        9.0	More
<laplace=1>	        3.0	Update_Now
       12.0	<laplace=1>	noon
        3.0	<laplace=1>	belive
<laplace=1>	        4.0	RINGTONE
<laplace=1>	        7.0	08712300220
      271.0	       46.0	get
        6.0	<laplace=1>	Rakhesh
        3.0	<laplace=1>	dark
        3.0	<laplace=1>	Irritates
       15.0	<laplace=1>	course
       10.0	<laplace=1>	copy
        6.0	<laplace=1>	power
        4.0	<laplace=1>	dare
        4.0	        5.0	Msg
        4.0	<laplace=1>	Roger
<laplace=1>	        3.0	09066350750
        3.0	<laplace=1>	countin
       27.0	<laplace=1>	cool
        9.0	<laplace=1>	sell
        6.0	        3.0	Valentines
        4.0	<laplace=1>	brain
        4.0	<laplace=1>	enuff
        3.0	<laplace=1>	thot
       36.0	       13.0	help
        3.0	<laplace=1>	massive
        7.0	<laplace=1>	ended
<laplace=1>	        3.0	WAITING
       12.0	<laplace=1>	NICE
        8.0	        3.0	self
        5.0	<laplace=1>	matured
        6.0	<laplace=1>	||
        9.0	        5.0	date
        9.0	<laplace=1>	thru
        4.0	<laplace=1>	dress
        3.0	<laplace=1>	Company
        6.0	<laplace=1>	hostel
       10.0	<laplace=1>	own
       11.0	<laplace=1>	sound
        3.0	<laplace=1>	Most
        5.0	        5.0	FROM
        5.0	<laplace=1>	World
        6.0	<laplace=1>	drug
<laplace=1>	        3.0	norm
        4.0	<laplace=1>	Sweetest
        6.0	<laplace=1>	Boss
        4.0	<laplace=1>	dats
        7.0	<laplace=1>	Excellent
<laplace=1>	        3.0	TWILIGHT
        6.0	<laplace=1>	NIGHT
        4.0	<laplace=1>	Kind
        3.0	<laplace=1>	avoiding
        7.0	<laplace=1>	sunny
<laplace=1>	        3.0	blow
<laplace=1>	        3.0	PREMIER
<laplace=1>	        3.0	150p/day
        6.0	<laplace=1>	WHO
<laplace=1>	        7.0	tariffs
        3.0	<laplace=1>	Usually
        3.0	<laplace=1>	curious
<laplace=1>	        7.0	FRND
        6.0	<laplace=1>	Mum
      208.0	       14.0	like
<laplace=1>	        3.0	WHY
        3.0	<laplace=1>	Eek
<laplace=1>	        4.0	TCR/W1
       53.0	       11.0	sent
        3.0	<laplace=1>	messy
        3.0	<laplace=1>	ENJOYIN
<laplace=1>	        9.0	ending
        5.0	<laplace=1>	Muz
        4.0	<laplace=1>	ground
      103.0	       48.0	send
<laplace=1>	       20.0	WIN
        5.0	<laplace=1>	Both
      112.0	        5.0	here
        5.0	<laplace=1>	note
        3.0	<laplace=1>	haven’t
<laplace=1>	        6.0	contacted
        3.0	<laplace=1>	everybody
<laplace=1>	        3.0	8077
        8.0	<laplace=1>	aint
        5.0	<laplace=1>	thts
<laplace=1>	        5.0	purpose
        8.0	       34.0	line
        5.0	        7.0	link
        3.0	<laplace=1>	snake
        3.0	<laplace=1>	recovery
        5.0	<laplace=1>	Reason
        9.0	<laplace=1>	Friendship
        3.0	<laplace=1>	you*
       10.0	<laplace=1>	bday
        3.0	<laplace=1>	giv
        5.0	<laplace=1>	station
        4.0	<laplace=1>	esplanade
        4.0	<laplace=1>	affairs
        3.0	<laplace=1>	didn€˜t
        3.0	<laplace=1>	costs
       11.0	        9.0	cost
<laplace=1>	        3.0	08718730666
      270.0	       39.0	will
<laplace=1>	        3.0	08000776320
        5.0	<laplace=1>	confidence
       14.0	<laplace=1>	smoke
<laplace=1>	        5.0	POLY
<laplace=1>	        3.0	follow
        4.0	<laplace=1>	soryda
        5.0	<laplace=1>	tyler
<laplace=1>	        7.0	Voucher
        4.0	<laplace=1>	magical
        5.0	<laplace=1>	daddy
        3.0	<laplace=1>	tuesday
<laplace=1>	        3.0	Luck
        3.0	<laplace=1>	Total
       16.0	<laplace=1>	Also
        4.0	<laplace=1>	dignity
        3.0	<laplace=1>	challenge
<laplace=1>	        6.0	locations
<laplace=1>	        3.0	chatting
        4.0	<laplace=1>	becoz
       10.0	        3.0	Think
<laplace=1>	        5.0	England
      314.0	      162.0	your
       22.0	<laplace=1>	without
       16.0	        4.0	these
        3.0	<laplace=1>	paragon
<laplace=1>	        5.0	3mins
        7.0	<laplace=1>	youd
       15.0	<laplace=1>	sister
        5.0	<laplace=1>	wins
        8.0	<laplace=1>	Colleagues
<laplace=1>	        3.0	SW73SS
        3.0	<laplace=1>	Things
        3.0	<laplace=1>	noun
        3.0	<laplace=1>	mokka
        5.0	<laplace=1>	befor
        4.0	<laplace=1>	Belovd
<laplace=1>	        4.0	4mths
       98.0	<laplace=1>	much
        8.0	<laplace=1>	wine
        3.0	<laplace=1>	wind
        3.0	<laplace=1>	flight
<laplace=1>	        9.0	entitled
        3.0	<laplace=1>	Scared
        8.0	<laplace=1>	ahead
        6.0	<laplace=1>	anybody
        5.0	<laplace=1>	masters
       13.0	<laplace=1>	talking
<laplace=1>	        3.0	go2
        5.0	<laplace=1>	somethin
<laplace=1>	       23.0	weekly
<laplace=1>	        3.0	uk/wrc
       42.0	<laplace=1>	youre
        3.0	<laplace=1>	Boost
        3.0	<laplace=1>	Watch
<laplace=1>	        3.0	Boys
        4.0	<laplace=1>	Cutefrnd
        3.0	<laplace=1>	shoving
<laplace=1>	        3.0	PORN
        4.0	<laplace=1>	audition
<laplace=1>	        3.0	FML
<laplace=1>	        3.0	kickoff
<laplace=1>	        8.0	Ldew
        3.0	<laplace=1>	suite
        9.0	<laplace=1>	blue
<laplace=1>	       24.0	WON
       30.0	       12.0	days
        4.0	<laplace=1>	returned
       15.0	<laplace=1>	god
        7.0	<laplace=1>	WOT
       10.0	       14.0	yours
        4.0	<laplace=1>	buff
        6.0	<laplace=1>	discuss
<laplace=1>	        3.0	uk/expressoffer
<laplace=1>	        7.0	standard
        8.0	        4.0	correct
        4.0	<laplace=1>	Start
<laplace=1>	        3.0	POST
<laplace=1>	        3.0	Apply
        4.0	<laplace=1>	chill
      196.0	        5.0	got
       33.0	        3.0	wish
       11.0	<laplace=1>	Anyway
        4.0	<laplace=1>	wise
        5.0	<laplace=1>	wheres
        5.0	<laplace=1>	Brother
        4.0	<laplace=1>	lacs
        3.0	<laplace=1>	TONIGHT
        4.0	<laplace=1>	Short
        4.0	<laplace=1>	Unless
        3.0	<laplace=1>	pap
        6.0	        8.0	area
        7.0	<laplace=1>	murder
        3.0	<laplace=1>	Eyes
<laplace=1>	        4.0	BOX97N7QP
        4.0	        9.0	FOR
       27.0	<laplace=1>	pay
<laplace=1>	        3.0	KL341
        8.0	<laplace=1>	list
       12.0	        3.0	gr8
        3.0	<laplace=1>	gpu
        3.0	<laplace=1>	strange
        3.0	<laplace=1>	About
<laplace=1>	        3.0	BRAND
       32.0	       17.0	Dear
        3.0	<laplace=1>	slots
        4.0	<laplace=1>	spending
        4.0	<laplace=1>	prolly
        3.0	<laplace=1>	success
<laplace=1>	        3.0	claims
<laplace=1>	        5.0	88039
<laplace=1>	        3.0	End
        4.0	<laplace=1>	onwards
        5.0	<laplace=1>	Depends
        3.0	<laplace=1>	cleared
        3.0	<laplace=1>	shocking
        3.0	<laplace=1>	child
        9.0	        4.0	Press
<laplace=1>	        5.0	bx420
<laplace=1>	        3.0	WRC
        7.0	        3.0	remove
        4.0	<laplace=1>	wisdom
        5.0	        3.0	Over
<laplace=1>	        3.0	X49
        3.0	<laplace=1>	bruce
       15.0	       19.0	live
<laplace=1>	        3.0	88066
        3.0	<laplace=1>	itLEAVE
<laplace=1>	       15.0	Ts&Cs
       12.0	       13.0	sexy
       14.0	       92.0	mobile
        3.0	<laplace=1>	People
<laplace=1>	        3.0	peak
      228.0	       95.0	with
       11.0	<laplace=1>	Nah
        4.0	<laplace=1>	china
        3.0	<laplace=1>	complaint
        3.0	       49.0	service
      157.0	       12.0	there
        7.0	<laplace=1>	coffee
        7.0	<laplace=1>	lady
        3.0	<laplace=1>	JESS
        3.0	<laplace=1>	Nan
<laplace=1>	        5.0	<Forwarded
<laplace=1>	       10.0	£800
        7.0	<laplace=1>	fullonsms
        3.0	<laplace=1>	named
<laplace=1>	        3.0	smsco
<laplace=1>	        4.0	Moons
        5.0	<laplace=1>	John
<laplace=1>	        7.0	TXTAUCTION
<laplace=1>	        3.0	delivered
        4.0	<laplace=1>	na-tuition
        5.0	<laplace=1>	uncles
        3.0	<laplace=1>	630
        3.0	<laplace=1>	thesis
<laplace=1>	        3.0	88888
        3.0	<laplace=1>	avent
       12.0	       46.0	per
        3.0	<laplace=1>	IKEA
        3.0	<laplace=1>	Vry
       11.0	<laplace=1>	write
        6.0	<laplace=1>	kallis
        4.0	<laplace=1>	period
<laplace=1>	        4.0	loyalty
       12.0	<laplace=1>	understand
        4.0	<laplace=1>	birth
       10.0	<laplace=1>	slowly
       14.0	<laplace=1>	alright
       26.0	<laplace=1>	ever
        9.0	<laplace=1>	loving
<laplace=1>	       16.0	NOKIA
<laplace=1>	       13.0	winner
       39.0	        7.0	even
        5.0	<laplace=1>	texted
       15.0	<laplace=1>	gud
        4.0	<laplace=1>	Finally
        4.0	<laplace=1>	Erm
       51.0	        3.0	wait
        3.0	<laplace=1>	Means
        3.0	<laplace=1>	hundred
        3.0	<laplace=1>	American
        3.0	<laplace=1>	queen
        3.0	<laplace=1>	NITE
       23.0	<laplace=1>	guy
<laplace=1>	        3.0	Colour
        3.0	<laplace=1>	recharge
        8.0	<laplace=1>	kinda
<laplace=1>	        5.0	87575
<laplace=1>	        4.0	CHANCE
        9.0	<laplace=1>	monday
        3.0	<laplace=1>	violence
        3.0	<laplace=1>	waht
        3.0	<laplace=1>	accordingly
<laplace=1>	        5.0	laid
        3.0	<laplace=1>	heading
       56.0	<laplace=1>	gonna
        5.0	<laplace=1>	bought
<laplace=1>	        8.0	Join
<laplace=1>	        3.0	names
        4.0	<laplace=1>	messenger
<laplace=1>	        4.0	09063458130
        6.0	<laplace=1>	buns
       14.0	        5.0	xxx
        4.0	<laplace=1>	mums
        5.0	<laplace=1>	itplspls
       15.0	       16.0	New
       54.0	        3.0	tonight
<laplace=1>	        5.0	W111WX
       13.0	<laplace=1>	almost
        4.0	<laplace=1>	arng
<laplace=1>	        3.0	textcomp
        3.0	<laplace=1>	aeroplane
        6.0	        8.0	pic
        4.0	<laplace=1>	pie
        3.0	<laplace=1>	suits
        5.0	<laplace=1>	pig
       22.0	<laplace=1>	wake
       13.0	        7.0	Enjoy
        5.0	<laplace=1>	Ttyl
       14.0	<laplace=1>	earlier
        4.0	<laplace=1>	pin
<laplace=1>	        3.0	20p/min
<laplace=1>	        4.0	charity
<laplace=1>	        3.0	450Ppw
        6.0	<laplace=1>	whether
        6.0	<laplace=1>	stock
        5.0	<laplace=1>	pix
        3.0	<laplace=1>	beneath
       16.0	<laplace=1>	everyone
        7.0	<laplace=1>	4th
<laplace=1>	       27.0	guaranteed
        6.0	<laplace=1>	Lmao
        3.0	<laplace=1>	tick
<laplace=1>	        3.0	Eve
       13.0	<laplace=1>	snow
<laplace=1>	        4.0	REAL
       13.0	<laplace=1>	gym
        4.0	<laplace=1>	arms
        5.0	<laplace=1>	basic
        3.0	<laplace=1>	Evr
<laplace=1>	        8.0	5WB
        3.0	<laplace=1>	$700
        6.0	<laplace=1>	replied
       17.0	<laplace=1>	cause
       11.0	<laplace=1>	wana
        5.0	<laplace=1>	accidentally
        7.0	<laplace=1>	youve
        6.0	        7.0	extra
       17.0	        3.0	busy
        8.0	<laplace=1>	convey
<laplace=1>	        3.0	CallFREEFONE
       29.0	<laplace=1>	working
       13.0	<laplace=1>	friday
<laplace=1>	       19.0	land
        3.0	<laplace=1>	department
        3.0	<laplace=1>	lane
        5.0	<laplace=1>	xmas
<laplace=1>	        3.0	High
<laplace=1>	        3.0	31/10/04
        3.0	<laplace=1>	italian
        3.0	<laplace=1>	shoppin
        3.0	<laplace=1>	despite
       10.0	<laplace=1>	Merry
<laplace=1>	        3.0	followed
        3.0	<laplace=1>	burning
        3.0	<laplace=1>	plm
<laplace=1>	        3.0	fixedline
<laplace=1>	        9.0	Tones
        4.0	<laplace=1>	qatar
       41.0	        8.0	pls
        4.0	        4.0	fantastic
        8.0	<laplace=1>	interested
        4.0	<laplace=1>	credited
       17.0	<laplace=1>	walk
       15.0	<laplace=1>	plz
        3.0	<laplace=1>	ALEX
        3.0	<laplace=1>	SLEEP
        7.0	<laplace=1>	evng
       21.0	<laplace=1>	Thanx
        7.0	<laplace=1>	marry
        4.0	<laplace=1>	walmart
<laplace=1>	        3.0	Direct
        6.0	<laplace=1>	Geeee
        5.0	        4.0	password
<laplace=1>	        4.0	80082
       19.0	<laplace=1>	Thank
        4.0	       11.0	thinks
       41.0	<laplace=1>	meeting
        5.0	        4.0	welcome
<laplace=1>	        3.0	80086
        3.0	<laplace=1>	konw
      146.0	       18.0	want
<laplace=1>	        3.0	Spook
        3.0	<laplace=1>	unnecessarily
<laplace=1>	        3.0	02073162414
<laplace=1>	        3.0	Accident
<laplace=1>	        5.0	9am-11pm
        3.0	<laplace=1>	Amazing
        3.0	<laplace=1>	difference
<laplace=1>	        3.0	uk/games
       19.0	        3.0	must
        5.0	<laplace=1>	butt
        6.0	<laplace=1>	Callertune
<laplace=1>	        6.0	FANTASIES
       11.0	<laplace=1>	bathe
<laplace=1>	        3.0	shagged
        8.0	       22.0	CALL
       14.0	        6.0	Should
        8.0	<laplace=1>	Kate
        4.0	        4.0	ONE
        6.0	        4.0	Would
        8.0	<laplace=1>	giving
        3.0	<laplace=1>	chase
<laplace=1>	       69.0	prize
       19.0	<laplace=1>	anyway
        4.0	<laplace=1>	pop
        9.0	<laplace=1>	thinkin
       12.0	<laplace=1>	found
        8.0	<laplace=1>	excuse
        3.0	<laplace=1>	Fingers
<laplace=1>	        3.0	EXORCIST
        3.0	<laplace=1>	canal
        5.0	<laplace=1>	escape
        3.0	<laplace=1>	arts
<laplace=1>	        3.0	08081560665
        7.0	<laplace=1>	funny
        7.0	<laplace=1>	gives
        4.0	       27.0	latest
       10.0	<laplace=1>	Really
        6.0	       29.0	receive
<laplace=1>	       11.0	MUSIC
        3.0	<laplace=1>	Express
<laplace=1>	        3.0	Westlife
<laplace=1>	       17.0	Statement
        6.0	<laplace=1>	yan
        5.0	<laplace=1>	SWEET
<laplace=1>	        5.0	2nite
<laplace=1>	        5.0	ppm
        3.0	<laplace=1>	disclose
        5.0	<laplace=1>	ppl
<laplace=1>	        3.0	09050001808
        4.0	<laplace=1>	yay
<laplace=1>	        3.0	txt-2-shop
        4.0	<laplace=1>	standing
<laplace=1>	        9.0	No1
        3.0	<laplace=1>	*stomps
        3.0	<laplace=1>	nalla
        3.0	<laplace=1>	tihs
        4.0	<laplace=1>	Crack
        6.0	<laplace=1>	latr
       18.0	        4.0	till
       12.0	<laplace=1>	friendship
        9.0	<laplace=1>	Once
        5.0	<laplace=1>	attend
       14.0	<laplace=1>	Anything
        3.0	<laplace=1>	feelin
        6.0	<laplace=1>	Forgot
        3.0	<laplace=1>	juan
       76.0	        4.0	had
<laplace=1>	        4.0	£75000
<laplace=1>	        3.0	b4190604
       22.0	<laplace=1>	haf
        9.0	<laplace=1>	anymore
        3.0	<laplace=1>	hai
<laplace=1>	        3.0	OPT
       53.0	<laplace=1>	late
       25.0	<laplace=1>	school
        3.0	<laplace=1>	Confidence
        3.0	<laplace=1>	continue
       44.0	        3.0	things
        6.0	<laplace=1>	basically
       75.0	       32.0	has
       21.0	<laplace=1>	hav
        3.0	<laplace=1>	realize
        3.0	<laplace=1>	yck
<laplace=1>	       13.0	offers
        3.0	<laplace=1>	given
<laplace=1>	       16.0	08000839402
       56.0	        5.0	last
        3.0	<laplace=1>	definite
        3.0	<laplace=1>	2waxsto
        3.0	<laplace=1>	batch
        8.0	<laplace=1>	weight
        3.0	<laplace=1>	Spoke
        3.0	        5.0	NAME
        4.0	<laplace=1>	girlfrnd
        5.0	<laplace=1>	Thought
       56.0	        4.0	Not
        8.0	        3.0	warm
        4.0	<laplace=1>	measure
        4.0	<laplace=1>	guilty
       28.0	       17.0	Now
        3.0	<laplace=1>	Edison
        6.0	<laplace=1>	playing
        3.0	        4.0	receipt
        3.0	<laplace=1>	LOVEME
        4.0	<laplace=1>	4get
        5.0	<laplace=1>	Wah
<laplace=1>	        3.0	widelive
       10.0	<laplace=1>	asking
<laplace=1>	        3.0	Wan
       20.0	<laplace=1>	Was
        4.0	<laplace=1>	impossible
       29.0	<laplace=1>	Wat
        3.0	       17.0	video
        3.0	<laplace=1>	complaining
        4.0	<laplace=1>	vegetables
       58.0	<laplace=1>	anything
       21.0	<laplace=1>	yesterday
<laplace=1>	        5.0	SHOP
<laplace=1>	        3.0	Scotsman
        5.0	<laplace=1>	freak
        9.0	        5.0	ends
        4.0	<laplace=1>	sorting
        4.0	<laplace=1>	payoh
<laplace=1>	        3.0	SHOW
        4.0	<laplace=1>	chechi
        5.0	<laplace=1>	vote
       31.0	<laplace=1>	early
        4.0	<laplace=1>	cuddle
        3.0	<laplace=1>	yep
        3.0	<laplace=1>	Maangalyam
<laplace=1>	        3.0	-sub
       10.0	<laplace=1>	yes
<laplace=1>	        5.0	yer
       46.0	        3.0	yet
<laplace=1>	        3.0	2rcv
        3.0	<laplace=1>	windows
<laplace=1>	        3.0	movietrivia
        4.0	<laplace=1>	FRNDSHIP
<laplace=1>	       42.0	URGENT
        5.0	       16.0	colour
      169.0	       20.0	time
        4.0	<laplace=1>	buzy
       14.0	<laplace=1>	pub
        4.0	<laplace=1>	buzz
        7.0	<laplace=1>	wats
       11.0	<laplace=1>	youll
<laplace=1>	        3.0	GENT
       48.0	<laplace=1>	happy
        3.0	<laplace=1>	hee
        4.0	<laplace=1>	Prabha
        3.0	<laplace=1>	program
        4.0	<laplace=1>	CARE
       24.0	<laplace=1>	put
<laplace=1>	        3.0	09061701461
<laplace=1>	        3.0	Idew
<laplace=1>	        4.0	CARD
        4.0	<laplace=1>	3Wife
       89.0	        8.0	her
        3.0	<laplace=1>	frndship
       26.0	<laplace=1>	hes
<laplace=1>	        5.0	M263UZ
<laplace=1>	        3.0	Special
        3.0	<laplace=1>	hex
<laplace=1>	        3.0	Potter
        5.0	<laplace=1>	Joys
        6.0	<laplace=1>	hey
<laplace=1>	        3.0	08006344447
       15.0	<laplace=1>	okay
        3.0	<laplace=1>	swoop
       40.0	<laplace=1>	having
        3.0	<laplace=1>	meets
        4.0	<laplace=1>	kadeem
<laplace=1>	        3.0	69696
       18.0	<laplace=1>	lesson
        3.0	<laplace=1>	*pouts*
        4.0	<laplace=1>	SirI
        4.0	<laplace=1>	philosophy
<laplace=1>	       15.0	CASH
<laplace=1>	        3.0	OUR
        6.0	        9.0	OUT
        4.0	<laplace=1>	Neighbour
       15.0	<laplace=1>	light
        3.0	<laplace=1>	terrific
        4.0	<laplace=1>	apparently
        5.0	<laplace=1>	Wed
        4.0	        6.0	GET
        4.0	<laplace=1>	valuable
       12.0	<laplace=1>	Wen
        3.0	<laplace=1>	engin
        6.0	<laplace=1>	Loves
        6.0	<laplace=1>	Lover
       10.0	<laplace=1>	lazy
<laplace=1>	        3.0	008704050406
        3.0	<laplace=1>	Coffee
        4.0	<laplace=1>	confirmed
        3.0	        3.0	smart
<laplace=1>	        3.0	09094646899
       45.0	<laplace=1>	Thats
<laplace=1>	        4.0	08701417012
        4.0	<laplace=1>	chain
        3.0	<laplace=1>	Feb
<laplace=1>	        3.0	08712101358
        3.0	<laplace=1>	lately
<laplace=1>	       22.0	150p
        3.0	<laplace=1>	january
       14.0	       20.0	chat
        4.0	<laplace=1>	Nurungu
        3.0	<laplace=1>	motorola
<laplace=1>	        9.0	BT-national-rate
        4.0	<laplace=1>	MORAL
        5.0	<laplace=1>	Quite
<laplace=1>	        3.0	garden
<laplace=1>	        4.0	IBHltd
        3.0	        4.0	choice
        4.0	<laplace=1>	travel
<laplace=1>	        4.0	Halloween
        3.0	<laplace=1>	lays
        3.0	<laplace=1>	cramps
<laplace=1>	       12.0	Motorola
       11.0	<laplace=1>	small
        4.0	<laplace=1>	Nvm
       54.0	        4.0	before
        3.0	<laplace=1>	replace
        5.0	<laplace=1>	appointment
        4.0	<laplace=1>	stomach
<laplace=1>	       11.0	Update
       99.0	<laplace=1>	him
       12.0	<laplace=1>	listen
        5.0	<laplace=1>	hip
        9.0	<laplace=1>	wondering
<laplace=1>	        3.0	ADAM
       11.0	        3.0	hit
       52.0	<laplace=1>	his
        4.0	<laplace=1>	major
        3.0	<laplace=1>	missing*
        5.0	<laplace=1>	answering
        4.0	<laplace=1>	dubsack
        3.0	<laplace=1>	bear
        3.0	<laplace=1>	potential
        7.0	<laplace=1>	group
        8.0	<laplace=1>	Who
        4.0	<laplace=1>	WANNA
<laplace=1>	        3.0	0207
<laplace=1>	        4.0	Order
        3.0	<laplace=1>	lounge
        3.0	<laplace=1>	Especially
        3.0	<laplace=1>	MOST
        5.0	<laplace=1>	tree
       25.0	        6.0	Why
        3.0	<laplace=1>	history
        4.0	<laplace=1>	Convey
<laplace=1>	       10.0	txting
        5.0	<laplace=1>	twice
        3.0	<laplace=1>	BOUT
        7.0	<laplace=1>	hurts
        5.0	<laplace=1>	Gods
        3.0	<laplace=1>	b’day
        3.0	<laplace=1>	nydc
<laplace=1>	        3.0	dbuk
<laplace=1>	        3.0	6HL
        3.0	<laplace=1>	Wil
<laplace=1>	       16.0	Win
        8.0	<laplace=1>	request
        3.0	<laplace=1>	Rofl
        3.0	<laplace=1>	howard
       14.0	<laplace=1>	their
        7.0	<laplace=1>	Hiya
        4.0	<laplace=1>	asap
        4.0	<laplace=1>	Loving
        3.0	<laplace=1>	okie
       13.0	<laplace=1>	point
<laplace=1>	        4.0	CLAIM
        3.0	<laplace=1>	infront
        6.0	<laplace=1>	sounds
<laplace=1>	        3.0	08718726270
        9.0	<laplace=1>	hospital
<laplace=1>	        6.0	80062
        7.0	<laplace=1>	process
        4.0	<laplace=1>	clear
        3.0	<laplace=1>	eighth
<laplace=1>	        3.0	Nyt
       14.0	       15.0	Only
        5.0	<laplace=1>	Silent
        7.0	<laplace=1>	clean
<laplace=1>	       33.0	£1
       48.0	<laplace=1>	Haha
        3.0	<laplace=1>	MojiBiola
        4.0	<laplace=1>	meal
<laplace=1>	       12.0	£3
<laplace=1>	        5.0	£4
<laplace=1>	        5.0	Vodafone
        3.0	<laplace=1>	£6
       21.0	<laplace=1>	mean
<laplace=1>	       12.0	valued
        6.0	<laplace=1>	glad
        3.0	<laplace=1>	hurry
       16.0	        4.0	account
        5.0	<laplace=1>	NAKED
<laplace=1>	        3.0	vodafone
        5.0	<laplace=1>	sometime
       77.0	       43.0	been
        3.0	<laplace=1>	Left
        3.0	<laplace=1>	hmm
        8.0	<laplace=1>	advance
<laplace=1>	        3.0	Dream
        4.0	<laplace=1>	thurs
       17.0	        5.0	trip
        4.0	<laplace=1>	meetin
        6.0	<laplace=1>	meds
        8.0	<laplace=1>	appreciate
<laplace=1>	        6.0	National
        3.0	<laplace=1>	watever
<laplace=1>	       15.0	Congratulations
     1163.0	      160.0	you
        4.0	<laplace=1>	soft
       21.0	<laplace=1>	happen
        8.0	<laplace=1>	sofa
<laplace=1>	        3.0	loyal
        4.0	<laplace=1>	Haiz
        6.0	<laplace=1>	opportunity
<laplace=1>	        3.0	REVEAL
        4.0	<laplace=1>	Said
        4.0	<laplace=1>	Hahaha
        3.0	<laplace=1>	sweetie
        3.0	<laplace=1>	Scotch
       27.0	       16.0	trying
<laplace=1>	        8.0	£900
<laplace=1>	        3.0	Sale
<laplace=1>	        3.0	21870000>Hi
        4.0	<laplace=1>	msging
        3.0	<laplace=1>	hon
<laplace=1>	        3.0	69866
       18.0	        4.0	comes
        6.0	<laplace=1>	hop
        3.0	<laplace=1>	Missing*
<laplace=1>	        3.0	Help08718728876
        3.0	<laplace=1>	hor
        3.0	<laplace=1>	bottle
        8.0	        9.0	hot
<laplace=1>	        3.0	Jackpot
      123.0	        4.0	how
<laplace=1>	        4.0	PocketBabe
<laplace=1>	        3.0	Mailbox
